userId,blockNum,stimulusNum,distance,correct,selection
1,1,1,0.24522845,0,3
1,1,2,0.236704496,1,2
1,1,3,0.311407463,1,4
1,1,4,0.289981833,0,1
1,1,5,0.34936936,0,2
1,1,6,0.340860666,1,1
1,1,7,0.250438623,1,4
1,1,8,0.119429103,1,2
1,1,9,0.229154121,1,3
1,1,10,0.207966921,1,3
1,1,11,0.327750705,1,2
1,1,12,0.309955246,1,4
1,1,13,0.192404948,1,2
1,1,14,0.106030769,1,4
1,1,15,0.24430701,0,2
1,1,16,0.196942976,1,1
1,1,17,0.30365643,1,4
1,1,18,0.266968154,1,1
1,1,19,0.13868599,1,4
1,1,20,0.154601878,1,1
1,1,21,0.290805839,1,2
1,1,22,0.15926099,1,3
1,1,23,0.204251564,1,4
1,1,24,0.126837494,0,1
1,2,25,0.132038877,1,4
1,2,26,0.245340551,1,1
1,2,27,0.119356233,1,1
1,2,28,0.152960766,1,4
1,2,29,0.310788823,1,2
1,2,30,0.280751845,0,2
1,2,31,0.305382972,1,2
1,2,32,0.26209998,1,2
1,2,33,0.121122808,1,3
1,2,34,0.309745986,0,2
1,2,35,0.115532057,1,4
1,2,36,0.211337043,1,3
1,2,37,0.23029786,0,2
1,2,38,0.238249749,1,1
1,2,39,0.314145799,1,1
1,2,40,0.201277383,1,2
1,2,41,0.155348209,1,4
1,2,42,0.345937056,0,1
1,2,43,0.342160202,1,4
1,2,44,0.233756866,1,2
1,2,45,0.252751716,0,2
1,2,46,0.282418982,1,1
1,2,47,0.198270918,1,3
1,2,48,0.19287965,1,1
1,3,49,0.208549138,1,3
1,3,50,0.267830092,0,3
1,3,51,0.15314661,1,1
1,3,52,0.316259979,1,4
1,3,53,0.167463527,1,1
1,3,54,0.219887022,1,2
1,3,55,0.23523509,1,2
1,3,56,0.128762815,0,2
1,3,57,0.112130348,1,2
1,3,58,0.291399828,1,4
1,3,59,0.241407719,1,2
1,3,60,0.262560548,1,3
1,3,61,0.327115396,1,4
1,3,62,0.334045437,1,2
1,3,63,0.292838071,1,1
1,3,64,0.190271307,1,3
1,3,65,0.236692769,1,4
1,3,66,0.333227061,1,4
1,3,67,0.284578384,1,3
1,3,68,0.183998863,1,2
1,3,69,0.239777181,1,4
1,3,70,0.111679259,1,2
1,3,71,0.136153456,1,4
1,3,72,0.300236075,1,4
1,4,73,0.116775648,1,3
1,4,74,0.121638861,1,1
1,4,75,0.302578744,0,1
1,4,76,0.338703846,1,1
1,4,77,0.210977653,1,4
1,4,78,0.257846631,0,3
1,4,79,0.123564469,0,1
1,4,80,0.233087396,1,3
1,4,81,0.232357375,1,3
1,4,82,0.213415051,1,2
1,4,83,0.337505126,0,1
1,4,84,0.252063235,0,3
1,4,85,0.183152685,1,4
1,4,86,0.184298453,1,2
1,4,87,0.239515984,1,4
1,4,88,0.289902985,0,2
1,4,89,0.325403173,1,1
1,4,90,0.294633262,1,1
1,4,91,0.163416139,1,3
1,4,92,0.243880353,0,2
1,4,93,0.101036257,1,4
1,4,94,0.295019699,1,4
1,4,95,0.320292013,0,4
1,4,96,0.162940293,1,1
1,5,97,0.237748072,1,2
1,5,98,0.339439902,1,3
1,5,99,0.32007453,1,1
1,5,100,0.293021786,1,1
1,5,101,0.166728805,1,1
1,5,102,0.252835323,1,1
1,5,103,0.200513731,1,2
1,5,104,0.320795052,1,4
1,5,105,0.235370877,1,3
1,5,106,0.243998202,1,3
1,5,107,0.115120851,1,2
1,5,108,0.165292258,1,4
1,5,109,0.229931574,1,1
1,5,110,0.110788229,1,4
1,5,111,0.291462509,1,3
1,5,112,0.280444751,1,2
1,5,113,0.2808575,0,1
1,5,114,0.268169524,1,2
1,5,115,0.207501338,1,1
1,5,116,0.136103037,1,1
1,5,117,0.126067058,1,1
1,5,118,0.34993576,0,2
1,5,119,0.194360346,1,1
1,5,120,0.196502496,0,1
1,6,121,0.311739008,1,4
1,6,122,0.346954514,0,1
1,6,123,0.188027448,1,3
1,6,124,0.258067962,1,3
1,6,125,0.215483848,1,4
1,6,126,0.135245734,1,3
1,6,127,0.293207013,1,2
1,6,128,0.290539459,0,4
1,6,129,0.166546845,0,1
1,6,130,0.125869306,1,3
1,6,131,0.182171082,1,3
1,6,132,0.230124025,1,4
1,6,133,0.11772586,1,1
1,6,134,0.314776522,1,2
1,6,135,0.228994741,0,3
1,6,136,0.276070952,0,1
1,6,137,0.24656206,1,3
1,6,138,0.253969636,1,2
1,6,139,0.304298153,1,1
1,6,140,0.150262797,1,3
1,6,141,0.231386187,1,2
1,6,142,0.203721258,1,3
1,6,143,0.112521107,1,2
1,6,144,0.348137961,1,4
2,1,1,0.242495319,1,2
2,1,2,0.161119863,1,2
2,1,3,0.168193163,1,1
2,1,4,0.300787216,1,2
2,1,5,0.26775657,1,1
2,1,6,0.279151234,1,3
2,1,7,0.129682151,1,3
2,1,8,0.265694595,1,3
2,1,9,0.136572161,1,2
2,1,10,0.211650647,1,4
2,1,11,0.241278112,0,3
2,1,12,0.349083414,1,4
2,1,13,0.115805663,0,4
2,1,14,0.298715561,1,2
2,1,15,0.284620042,1,3
2,1,16,0.326734606,1,3
2,1,17,0.218865505,0,3
2,1,18,0.239658476,1,2
2,1,19,0.227345195,1,2
2,1,20,0.32678149,0,3
2,1,21,0.111150998,1,2
2,1,22,0.348797833,1,4
2,1,23,0.197190924,1,4
2,1,24,0.195133718,0,3
2,2,25,0.164516821,1,4
2,2,26,0.204837404,1,1
2,2,27,0.188471759,1,1
2,2,28,0.246377693,1,1
2,2,29,0.341595417,1,1
2,2,30,0.315992421,1,1
2,2,31,0.122981924,1,2
2,2,32,0.267575031,1,1
2,2,33,0.295451839,0,2
2,2,34,0.255701675,0,4
2,2,35,0.225179076,1,4
2,2,36,0.212154265,1,3
2,2,37,0.332149545,1,4
2,2,38,0.232349881,1,1
2,2,39,0.318336804,0,3
2,2,40,0.124482248,1,4
2,2,41,0.100674111,0,3
2,2,42,0.281945178,1,2
2,2,43,0.164478505,1,3
2,2,44,0.299106095,1,4
2,2,45,0.184956543,1,3
2,2,46,0.243979178,0,1
2,2,47,0.112926873,1,4
2,2,48,0.293713625,1,2
2,3,49,0.129071679,1,1
2,3,50,0.126875921,1,4
2,3,51,0.346253567,1,2
2,3,52,0.247292887,0,1
2,3,53,0.250121754,1,3
2,3,54,0.305532697,1,3
2,3,55,0.207946586,1,4
2,3,56,0.191116412,0,3
2,3,57,0.275543932,1,1
2,3,58,0.108026161,1,1
2,3,59,0.234832477,1,3
2,3,60,0.322382817,1,1
2,3,61,0.113339003,1,2
2,3,62,0.164317707,1,1
2,3,63,0.292756694,1,3
2,3,64,0.212481386,0,3
2,3,65,0.341020248,1,3
2,3,66,0.261569059,1,1
2,3,67,0.280547905,0,3
2,3,68,0.31837065,0,4
2,3,69,0.190019037,1,4
2,3,70,0.165370411,1,1
2,3,71,0.223411008,1,4
2,3,72,0.231018974,1,3
2,4,73,0.181630225,1,3
2,4,74,0.349897158,1,1
2,4,75,0.262022274,1,1
2,4,76,0.237069873,1,3
2,4,77,0.166767129,1,3
2,4,78,0.130673911,0,2
2,4,79,0.312454937,1,1
2,4,80,0.27743743,1,1
2,4,81,0.302204937,1,2
2,4,82,0.238908315,1,2
2,4,83,0.322597729,0,2
2,4,84,0.137592452,1,2
2,4,85,0.268627632,0,2
2,4,86,0.152134131,1,3
2,4,87,0.118463901,0,3
2,4,88,0.215071347,0,3
2,4,89,0.297899793,1,1
2,4,90,0.207415896,1,4
2,4,91,0.335872339,0,2
2,4,92,0.227423013,0,2
2,4,93,0.286623546,0,4
2,4,94,0.102215603,1,3
2,4,95,0.185778688,1,1
2,4,96,0.232647123,1,4
2,5,97,0.202685069,1,4
2,5,98,0.293908364,1,2
2,5,99,0.296059962,1,2
2,5,100,0.163180708,1,1
2,5,101,0.238686408,1,2
2,5,102,0.106915716,1,3
2,5,103,0.21788435,0,4
2,5,104,0.317323019,1,2
2,5,105,0.298661362,0,2
2,5,106,0.127479411,0,1
2,5,107,0.266238612,1,3
2,5,108,0.313036125,1,3
2,5,109,0.230191852,0,2
2,5,110,0.108610329,1,1
2,5,111,0.343263889,1,1
2,5,112,0.248076098,1,2
2,5,113,0.183188135,1,1
2,5,114,0.190775532,1,3
2,5,115,0.150693385,0,1
2,5,116,0.338429238,1,2
2,5,117,0.131998249,1,2
2,5,118,0.269737342,1,4
2,5,119,0.294796569,1,1
2,5,120,0.240182294,0,4
2,6,121,0.290641593,1,4
2,6,122,0.31919856,0,4
2,6,123,0.306823501,1,4
2,6,124,0.339265978,1,4
2,6,125,0.262696683,1,4
2,6,126,0.290579271,1,3
2,6,127,0.228159583,1,3
2,6,128,0.199977401,1,2
2,6,129,0.102686811,0,4
2,6,130,0.21604488,1,1
2,6,131,0.155300607,1,1
2,6,132,0.341019926,1,1
2,6,133,0.119221277,0,2
2,6,134,0.128948342,1,3
2,6,135,0.223004132,1,2
2,6,136,0.121834644,0,2
2,6,137,0.275998484,1,1
2,6,138,0.267284146,1,3
2,6,139,0.2000006,1,2
2,6,140,0.194118778,0,2
2,6,141,0.233527895,0,4
2,6,142,0.312363824,0,3
2,6,143,0.245640658,1,4
2,6,144,0.156237889,0,4
3,1,1,0.138528039,1,3
3,1,2,0.197629985,1,4
3,1,3,0.256990755,0,1
3,1,4,0.304507145,1,2
3,1,5,0.269326915,1,4
3,1,6,0.194771575,1,2
3,1,7,0.228280664,1,1
3,1,8,0.225318428,1,3
3,1,9,0.294190706,1,4
3,1,10,0.162578783,1,2
3,1,11,0.150190466,1,2
3,1,12,0.328603439,1,3
3,1,13,0.289014215,1,1
3,1,14,0.347104899,1,4
3,1,15,0.107466846,1,3
3,1,16,0.339737514,0,1
3,1,17,0.31067843,0,4
3,1,18,0.133797193,1,2
3,1,19,0.24854581,1,4
3,1,20,0.207792112,1,4
3,1,21,0.291818849,1,1
3,1,22,0.118152276,1,3
3,1,23,0.248738031,1,4
3,1,24,0.218841745,0,3
3,2,25,0.281382554,0,4
3,2,26,0.314084634,1,2
3,2,27,0.253004201,1,2
3,2,28,0.259447973,1,1
3,2,29,0.204711069,0,1
3,2,30,0.301872795,1,4
3,2,31,0.330872149,1,4
3,2,32,0.318880629,1,4
3,2,33,0.185467974,0,2
3,2,34,0.240389296,0,4
3,2,35,0.240343611,1,1
3,2,36,0.187187442,1,1
3,2,37,0.296509034,1,1
3,2,38,0.160769522,0,3
3,2,39,0.225437378,1,4
3,2,40,0.119741081,1,2
3,2,41,0.118566159,1,4
3,2,42,0.343211449,1,1
3,2,43,0.224055377,1,1
3,2,44,0.168479057,1,2
3,2,45,0.281261616,0,4
3,2,46,0.122839304,1,2
3,2,47,0.214202345,1,2
3,2,48,0.135821466,1,3
3,3,49,0.326673468,1,3
3,3,50,0.237509986,1,3
3,3,51,0.189306022,1,1
3,3,52,0.250157999,1,3
3,3,53,0.264697787,0,3
3,3,54,0.298880262,1,4
3,3,55,0.341878285,1,2
3,3,56,0.288377981,0,3
3,3,57,0.138340337,1,1
3,3,58,0.238412572,1,4
3,3,59,0.222091258,1,2
3,3,60,0.210522108,1,4
3,3,61,0.295411022,1,2
3,3,62,0.341391165,1,3
3,3,63,0.106675767,1,4
3,3,64,0.169006508,1,2
3,3,65,0.104128826,1,3
3,3,66,0.293743253,1,3
3,3,67,0.185047249,0,2
3,3,68,0.242417024,1,2
3,3,69,0.318635786,1,3
3,3,70,0.167834104,1,4
3,3,71,0.20121069,1,4
3,3,72,0.12799843,1,2
3,4,73,0.325242549,1,3
3,4,74,0.29462301,1,3
3,4,75,0.28013798,0,2
3,4,76,0.267946157,1,3
3,4,77,0.188727955,1,1
3,4,78,0.312345076,0,2
3,4,79,0.331243376,0,2
3,4,80,0.287775172,1,4
3,4,81,0.108420005,1,3
3,4,82,0.110718276,1,3
3,4,83,0.184666921,0,1
3,4,84,0.230125424,1,4
3,4,85,0.168070084,1,3
3,4,86,0.23953673,0,4
3,4,87,0.210371921,1,3
3,4,88,0.342221587,1,3
3,4,89,0.154376624,1,4
3,4,90,0.260499464,1,2
3,4,91,0.123992748,1,1
3,4,92,0.305066351,0,1
3,4,93,0.225085096,0,3
3,4,94,0.231285403,1,3
3,4,95,0.202990301,1,1
3,4,96,0.136806309,1,2
3,5,97,0.215434265,1,1
3,5,98,0.118600553,1,2
3,5,99,0.233201661,1,3
3,5,100,0.120727837,1,3
3,5,101,0.226229125,1,3
3,5,102,0.122312928,1,1
3,5,103,0.295895861,0,3
3,5,104,0.262044588,1,3
3,5,105,0.263600178,1,4
3,5,106,0.168342144,0,4
3,5,107,0.279080646,1,2
3,5,108,0.29177027,0,2
3,5,109,0.159186447,1,2
3,5,110,0.323177477,1,1
3,5,111,0.19903857,1,4
3,5,112,0.249879198,1,1
3,5,113,0.21701762,1,3
3,5,114,0.191740091,1,3
3,5,115,0.244719358,1,3
3,5,116,0.343816894,1,1
3,5,117,0.103182419,1,3
3,5,118,0.289626737,1,3
3,5,119,0.342450485,1,1
3,5,120,0.310176092,0,4
3,6,121,0.336424823,1,1
3,6,122,0.293988233,1,1
3,6,123,0.155044893,1,2
3,6,124,0.213512682,1,2
3,6,125,0.254501183,0,2
3,6,126,0.233591142,1,3
3,6,127,0.237557638,1,4
3,6,128,0.258294561,1,3
3,6,129,0.333053609,1,4
3,6,130,0.221297067,1,2
3,6,131,0.246881401,1,4
3,6,132,0.219360831,0,2
3,6,133,0.192305609,1,4
3,6,134,0.112507634,1,3
3,6,135,0.282649235,1,3
3,6,136,0.190371118,0,2
3,6,137,0.101057223,1,3
3,6,138,0.326840492,0,2
3,6,139,0.124045874,1,1
3,6,140,0.309184752,1,1
3,6,141,0.12851929,0,4
3,6,142,0.15710315,1,4
3,6,143,0.311523513,1,1
3,6,144,0.292091069,0,4
4,1,1,0.306741682,1,1
4,1,2,0.214790408,1,1
4,1,3,0.328873936,1,4
4,1,4,0.151863261,0,1
4,1,5,0.22304436,1,4
4,1,6,0.238814853,1,2
4,1,7,0.23323841,1,1
4,1,8,0.181017872,1,3
4,1,9,0.11138269,0,2
4,1,10,0.196476351,1,2
4,1,11,0.290187212,1,3
4,1,12,0.250505342,1,1
4,1,13,0.237628223,1,4
4,1,14,0.336426376,1,4
4,1,15,0.134548988,1,4
4,1,16,0.15793227,1,1
4,1,17,0.105572488,1,3
4,1,18,0.206373607,1,2
4,1,19,0.310286674,1,4
4,1,20,0.339608194,1,4
4,1,21,0.261162547,1,3
4,1,22,0.133758183,1,2
4,1,23,0.275693986,1,3
4,1,24,0.299917375,0,2
4,2,25,0.217047115,1,2
4,2,26,0.243695343,1,4
4,2,27,0.152840663,0,4
4,2,28,0.324479959,1,3
4,2,29,0.245001457,1,3
4,2,30,0.343413422,0,1
4,2,31,0.291025315,1,2
4,2,32,0.139266724,1,3
4,2,33,0.298551511,0,2
4,2,34,0.289434741,0,2
4,2,35,0.337377577,1,2
4,2,36,0.23642282,0,1
4,2,37,0.113734288,0,3
4,2,38,0.103313739,1,1
4,2,39,0.180382399,1,4
4,2,40,0.182943117,1,4
4,2,41,0.2081537,1,4
4,2,42,0.251922494,0,1
4,2,43,0.261577421,1,4
4,2,44,0.23682638,1,1
4,2,45,0.326219801,0,4
4,2,46,0.133822903,0,1
4,2,47,0.166148667,1,2
4,2,48,0.276640822,1,4
4,3,49,0.32720262,1,4
4,3,50,0.328845881,1,1
4,3,51,0.126230712,1,2
4,3,52,0.308008638,0,1
4,3,53,0.294261337,1,2
4,3,54,0.189738286,1,1
4,3,55,0.206837673,1,4
4,3,56,0.188795051,0,4
4,3,57,0.111595038,1,3
4,3,58,0.168539425,1,1
4,3,59,0.125594796,1,3
4,3,60,0.342479912,1,3
4,3,61,0.28227651,1,1
4,3,62,0.2925076,1,1
4,3,63,0.248247658,1,4
4,3,64,0.208399191,0,1
4,3,65,0.231300775,1,4
4,3,66,0.169835322,1,2
4,3,67,0.239461869,1,2
4,3,68,0.257917872,1,4
4,3,69,0.333347633,1,2
4,3,70,0.110920784,1,3
4,3,71,0.259463737,1,2
4,3,72,0.220690121,0,1
4,4,73,0.198912771,1,3
4,4,74,0.332854184,1,4
4,4,75,0.27970552,0,3
4,4,76,0.33609203,1,3
4,4,77,0.125702705,1,3
4,4,78,0.229629866,0,1
4,4,79,0.165313711,0,1
4,4,80,0.209444468,1,4
4,4,81,0.130511985,1,3
4,4,82,0.214837677,1,4
4,4,83,0.302763577,0,1
4,4,84,0.293740137,0,3
4,4,85,0.293340598,1,4
4,4,86,0.268004901,1,1
4,4,87,0.313271009,0,1
4,4,88,0.159042264,0,3
4,4,89,0.10006439,1,2
4,4,90,0.235137688,1,2
4,4,91,0.230051673,1,1
4,4,92,0.31885557,0,1
4,4,93,0.266509565,1,4
4,4,94,0.118165106,1,1
4,4,95,0.187911804,0,2
4,4,96,0.24789996,1,4
4,5,97,0.332946953,1,1
4,5,98,0.296142396,1,4
4,5,99,0.16926103,1,4
4,5,100,0.123293064,0,1
4,5,101,0.241053306,1,3
4,5,102,0.197213607,1,3
4,5,103,0.138210662,1,4
4,5,104,0.224308292,0,3
4,5,105,0.188340561,1,3
4,5,106,0.300197671,1,4
4,5,107,0.326830182,1,2
4,5,108,0.321665143,0,4
4,5,109,0.241939365,1,4
4,5,110,0.107662747,1,4
4,5,111,0.337649176,1,3
4,5,112,0.267092767,1,4
4,5,113,0.207851945,1,2
4,5,114,0.216319793,1,2
4,5,115,0.269001512,0,4
4,5,116,0.151810063,0,2
4,5,117,0.119890537,1,4
4,5,118,0.280804108,1,3
4,5,119,0.292903143,1,3
4,5,120,0.222704932,0,4
4,6,121,0.214895806,1,4
4,6,122,0.107158638,1,3
4,6,123,0.298812024,1,3
4,6,124,0.324130597,1,3
4,6,125,0.307477266,0,4
4,6,126,0.26573316,0,3
4,6,127,0.220890191,1,4
4,6,128,0.291944904,1,2
4,6,129,0.339662622,1,4
4,6,130,0.112947227,1,1
4,6,131,0.263316433,1,3
4,6,132,0.222131154,1,2
4,6,133,0.243895712,0,3
4,6,134,0.207656495,1,1
4,6,135,0.184719933,1,3
4,6,136,0.248974721,1,1
4,6,137,0.343560771,1,1
4,6,138,0.164530987,1,4
4,6,139,0.191947149,1,1
4,6,140,0.284356827,1,3
4,6,141,0.32122629,1,4
4,6,142,0.125124035,1,3
4,6,143,0.132380861,0,1
4,6,144,0.169634084,0,3
5,1,1,0.182886204,1,1
5,1,2,0.256386483,1,3
5,1,3,0.223506683,0,2
5,1,4,0.291150959,1,3
5,1,5,0.120560449,1,1
5,1,6,0.349727285,1,4
5,1,7,0.217624419,1,1
5,1,8,0.324668428,1,1
5,1,9,0.242456947,1,2
5,1,10,0.223453777,1,4
5,1,11,0.187186785,1,2
5,1,12,0.135172912,0,2
5,1,13,0.159928456,0,3
5,1,14,0.337007919,1,4
5,1,15,0.277869582,1,3
5,1,16,0.107742885,1,2
5,1,17,0.295437769,0,3
5,1,18,0.327151908,1,2
5,1,19,0.215821458,1,2
5,1,20,0.102138627,1,4
5,1,21,0.153386353,1,4
5,1,22,0.2679927,0,2
5,1,23,0.284174703,1,4
5,1,24,0.237987405,0,2
5,2,25,0.240926026,1,2
5,2,26,0.118644939,1,3
5,2,27,0.320224981,1,2
5,2,28,0.265813205,0,2
5,2,29,0.139592167,1,4
5,2,30,0.305532021,1,2
5,2,31,0.186305154,1,3
5,2,32,0.348280604,1,2
5,2,33,0.169059272,0,1
5,2,34,0.310121423,1,2
5,2,35,0.238227455,1,3
5,2,36,0.267928182,1,4
5,2,37,0.12269191,1,3
5,2,38,0.21611801,1,1
5,2,39,0.228055686,0,1
5,2,40,0.309099632,0,2
5,2,41,0.330421113,1,4
5,2,42,0.294497981,1,1
5,2,43,0.235318493,1,3
5,2,44,0.278159497,1,3
5,2,45,0.157703157,1,3
5,2,46,0.211418455,0,1
5,2,47,0.196353097,1,1
5,2,48,0.116580034,1,1
5,3,49,0.180360455,1,2
5,3,50,0.234037909,1,3
5,3,51,0.311278254,1,3
5,3,52,0.108829792,1,2
5,3,53,0.340449088,1,3
5,3,54,0.229254602,1,1
5,3,55,0.169948998,1,2
5,3,56,0.255389072,1,3
5,3,57,0.217574951,1,3
5,3,58,0.139654437,1,1
5,3,59,0.275078764,1,4
5,3,60,0.211765852,1,4
5,3,61,0.165380885,1,3
5,3,62,0.123758987,1,2
5,3,63,0.234371839,1,1
5,3,64,0.295774221,0,1
5,3,65,0.305122946,1,4
5,3,66,0.244100434,1,1
5,3,67,0.329177578,1,2
5,3,68,0.335072198,1,2
5,3,69,0.184315532,1,4
5,3,70,0.279501002,1,3
5,3,71,0.108504136,1,2
5,3,72,0.261761825,0,1
5,4,73,0.120463628,1,4
5,4,74,0.260607885,1,1
5,4,75,0.165638162,0,1
5,4,76,0.228384527,1,4
5,4,77,0.312258914,1,1
5,4,78,0.101443669,0,2
5,4,79,0.235378138,0,1
5,4,80,0.216732606,1,4
5,4,81,0.263593709,1,1
5,4,82,0.187561083,1,2
5,4,83,0.338415073,0,2
5,4,84,0.246881359,1,2
5,4,85,0.34281927,1,1
5,4,86,0.278528075,1,3
5,4,87,0.208793082,0,4
5,4,88,0.301793015,1,4
5,4,89,0.300509326,1,1
5,4,90,0.285853766,1,4
5,4,91,0.191998818,1,3
5,4,92,0.227623752,0,2
5,4,93,0.310814683,1,3
5,4,94,0.107950923,1,2
5,4,95,0.1683388,0,1
5,4,96,0.135587647,1,4
5,5,97,0.239664518,1,1
5,5,98,0.338325657,1,1
5,5,99,0.18665064,1,1
5,5,100,0.292848089,1,2
5,5,101,0.279778345,1,1
5,5,102,0.214931399,1,4
5,5,103,0.332864459,1,1
5,5,104,0.103396598,0,1
5,5,105,0.205850596,1,1
5,5,106,0.238194222,0,3
5,5,107,0.121662362,1,3
5,5,108,0.315581208,1,3
5,5,109,0.155860586,1,1
5,5,110,0.244362565,1,4
5,5,111,0.291397405,0,2
5,5,112,0.198854164,1,3
5,5,113,0.111268792,1,3
5,5,114,0.160106227,1,4
5,5,115,0.137494346,1,2
5,5,116,0.258485873,1,3
5,5,117,0.253350356,1,1
5,5,118,0.246932401,0,3
5,5,119,0.328586538,1,4
5,5,120,0.300296577,0,4
5,6,121,0.238119229,1,2
5,6,122,0.305125503,0,2
5,6,123,0.133938293,1,3
5,6,124,0.334800392,1,3
5,6,125,0.290730032,1,1
5,6,126,0.150082926,1,4
5,6,127,0.128263658,1,3
5,6,128,0.243851998,1,1
5,6,129,0.302843554,0,3
5,6,130,0.33207286,1,3
5,6,131,0.20155367,1,1
5,6,132,0.311552212,1,1
5,6,133,0.199952476,1,3
5,6,134,0.265459382,1,4
5,6,135,0.329341208,1,3
5,6,136,0.236575777,1,2
5,6,137,0.167015481,1,1
5,6,138,0.269780163,1,1
5,6,139,0.204380822,1,3
5,6,140,0.10506813,1,3
5,6,141,0.186001764,0,3
5,6,142,0.229025207,1,1
5,6,143,0.101224376,1,1
5,6,144,0.285571852,1,3
6,1,1,0.234652769,1,1
6,1,2,0.114271152,1,4
6,1,3,0.245594088,1,4
6,1,4,0.258270962,0,2
6,1,5,0.329575914,1,3
6,1,6,0.320368537,1,4
6,1,7,0.338285559,1,2
6,1,8,0.267002313,0,1
6,1,9,0.194967746,0,1
6,1,10,0.29699719,1,1
6,1,11,0.276333498,0,3
6,1,12,0.126980742,1,2
6,1,13,0.138576752,1,4
6,1,14,0.194161955,1,3
6,1,15,0.113674363,0,2
